<<<<<<< HEAD
Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity
sand.jpg,36,185305,5147.361,28.954,273.109,0.826,0.963
=======
Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity
sand.jpg,36,185305,5147.361,28.954,273.109,0.826,0.963
>>>>>>> 78aa40b7dd4c1d8a81264336fcbc07efed0f1767
