,area,ave_r,ave_g,ave_b
36,5129.0,99.75102359134334,112.7896276077208,42.46032364983427
37,5131.0,101.01247320210486,111.2502436172286,42.6994737867862
38,5121.0,101.26869752001562,110.88146846319079,42.67076742823667
39,5112.0,100.81161971830986,111.56044600938966,42.495109546165885
40,5109.0,101.37208847132511,110.52221569778821,43.02740262282247
41,5099.0,100.67562267111198,111.34457736811139,42.90154932339674
42,5116.0,100.98494917904613,110.18823299452697,43.5994917904613
43,5101.0,100.77573024897079,110.69927465202902,43.436973142521076
44,5144.0,102.94459564541214,109.4113530326594,42.557737169517885
45,5094.0,100.66666666666667,110.0583038869258,44.187475461327054
46,5082.0,100.48976780794963,110.71271153089334,43.72077922077922
47,5082.0,99.15525383707202,112.7081857536403,43.10251869342778
48,5083.0,98.87054888845171,113.06511902419831,43.0537084398977
49,5077.0,99.07465038408509,112.96513689186527,42.95095528855624
50,5082.0,99.01003541912632,113.25895316804407,42.72077922077922
51,5068.0,100.73677979479085,110.32142857142857,43.910812943962114
52,5067.0,98.6901519636866,113.01282810341425,43.30274324057628
53,5067.0,100.6528517860667,109.92914939806592,44.2958358002763
54,5060.0,98.90256916996047,113.11343873517787,42.9804347826087
55,5138.0,154.8316465550798,162.96029583495525,64.04534838458544
56,5039.0,101.00218297281207,110.10617185949593,43.9039491962691
57,5042.0,100.83895279650932,110.69159063863546,43.48571995239984
58,5017.0,99.68148295794299,110.92684871437113,44.25174407016145
59,5007.0,99.64429798282404,111.49590573197523,43.81825444377871
60,4994.0,100.13696435722868,110.5935122146576,44.24429315178214
61,4998.0,99.70308123249299,111.29911964785914,43.91216486594638
62,4993.0,100.27238133386741,110.87562587622672,43.803324654516324
63,4994.0,104.75010012014417,105.68682418902684,44.51802162595114
64,4998.0,98.52140856342537,113.24769907963186,43.22408963585434
65,5000.0,99.6968,111.4568,43.8542
66,5139.0,103.34306285269507,109.45709281961472,42.17454757734968
67,5000.0,98.4132,113.0282,43.5454
68,4997.0,98.39683810286172,113.50910546327796,43.08645187112268
69,5000.0,100.3656,110.3776,44.1878
70,4997.0,100.12187312387432,110.81308785271163,44.005803482089256
71,5000.0,98.7268,110.4672,45.6612
72,5000.0,98.9102,111.1986,44.846
73,4999.0,99.30786157231447,110.51950390078015,45.08081616323265
74,4999.0,99.0126025205041,111.43548709741948,44.49829965993199
75,5000.0,99.4908,110.5566,44.8538
76,4998.0,99.10104041616647,111.32452981192478,44.52100840336134
77,5135.0,103.0952288218111,108.47166504381694,43.38889970788705
78,4999.0,97.83156631326266,112.89217843568714,44.268253650730145
79,5000.0,99.0994,110.908,44.8438
80,4996.0,99.5160128102482,110.37690152121698,45.043234587670135
81,4999.0,98.47889577915583,111.29245849169834,45.13002600520104
82,5000.0,97.2832,112.7248,44.9882
83,4995.0,98.72632632632633,111.1017017017017,45.12872872872873
84,4997.0,96.21332799679809,113.04462677606564,45.788873323994395
85,4999.0,114.40868173634728,129.43288657731546,53.56991398279656
86,5000.0,98.4274,110.3248,45.9968
87,5000.0,98.219,110.9424,45.8516
88,5142.0,104.90159471022949,107.52567094515753,42.50155581485803
89,5000.0,98.44,110.4782,45.946
90,4997.0,98.09725835501301,110.89673804282569,45.85911546928157
91,4999.0,98.24964992998599,110.28005601120223,46.382276455291056
92,4998.0,98.1452581032413,110.96338535414165,45.801320528211285
93,4998.0,98.3077230892357,109.75110044017607,46.842737094837936
94,4992.0,98.29767628205128,110.94851762820512,45.56610576923077
95,4995.0,96.49009009009009,112.66986986986987,45.78598598598599
96,4991.0,96.41394510118212,113.25946704067321,45.26567822079743
97,4995.0,95.06786786786786,114.05385385385385,45.86806806806807
98,4995.0,95.08988988988989,114.1991991991992,45.7019019019019
99,5139.0,157.57676590776416,161.4615683985211,64.40630472854642
100,5000.0,95.2862,113.3762,46.3812
101,5000.0,97.0078,111.6428,46.0554
102,4999.0,97.43288657731546,110.91058211642329,46.51670334066814
103,4999.0,97.20324064812962,111.64412882576515,46.00600120024005
104,5000.0,97.5024,110.5526,46.6904
105,4998.0,97.42537014805923,111.1220488195278,46.15106042416967
106,5000.0,97.4028,110.677,46.5
107,4993.0,97.39535349489284,111.18325655918285,46.054476266773484
108,5000.0,95.4118,113.2162,46.36
109,4998.0,97.26650660264106,110.64985994397759,46.57743097238895
110,5145.0,101.61768707482993,110.9916423712342,42.30631681243926
111,5113.0,101.28319968707217,112.19949149227459,41.51574418149814
112,5000.0,96.7244,110.2382,47.524
113,4996.0,96.86128903122498,110.67774219375501,47.218174539631704
114,4998.0,95.26970788315326,112.45678271308523,47.16286514605842
115,4998.0,96.87555022008803,110.59483793517407,47.28291316526611
116,4997.0,97.81428857314388,109.51891134680808,47.258955373223934
117,4999.0,97.63352670534107,109.96279255851171,47.00240048009602
118,5000.0,96.3696,111.9534,46.6592
119,5000.0,95.6688,112.4172,46.8154
120,4999.0,96.54270854170834,111.57131426285257,46.87377475495099
121,5000.0,96.4358,111.9616,46.6022
122,5144.0,102.06901244167963,111.01302488335925,41.85050544323484
123,5000.0,98.072,109.2738,47.3962
124,4999.0,96.45189037807562,111.86837367473494,46.6753350670134
125,4998.0,96.02220888355342,111.37995198079231,47.55702280912365
126,5000.0,95.5472,111.9624,47.4922
127,4998.0,98.38615446178471,108.52741096438575,47.83953581432573
128,4998.0,96.34333733493398,111.96738695478192,46.63105242096839
129,4999.0,98.67213442688538,109.17603520704141,47.10482096419284
130,5000.0,98.3812,109.4816,46.9324
131,5000.0,97.117,111.1924,46.6828
132,4999.0,96.8243648729746,111.93218643728746,46.236647329465896
133,5142.0,102.12913263321664,111.69836639439907,41.15830416180474
134,5000.0,97.0012,111.1994,46.7888
135,5000.0,96.8412,111.9334,46.2662
136,4999.0,98.77015403080617,109.0994198839768,47.08241648329666
137,5000.0,97.18,111.6314,46.1806
138,5000.0,98.3566,108.7298,47.7634
139,4999.0,98.26645329065813,109.79315863172634,46.89737947589518
140,5000.0,96.9862,111.1668,46.8538
141,5000.0,98.465,109.8824,46.4694
142,5000.0,98.82,109.309,46.7362
143,4999.0,96.97759551910382,112.5125025005001,45.50890178035607
144,5148.0,102.65540015540016,111.55710955710956,40.776612276612276
145,4999.0,97.93658731746349,111.24524904980996,45.800360072014406
146,5000.0,99.2256,109.7262,45.9058
147,5000.0,98.1844,111.3864,45.426
148,4998.0,97.94577831132453,112.02581032412965,45.02741096438575
149,4998.0,99.63105242096839,109.62364945978392,45.55222088835534
150,5000.0,99.1546,110.0816,45.516
151,5000.0,97.5472,112.038,45.4142
152,4999.0,97.31506301260252,112.42868573714743,45.08921784356871
153,4999.0,98.05541108221644,111.42888577715543,45.250050010002
154,4998.0,99.14985994397759,110.55542216886755,45.214485794317724
155,5137.0,103.89079229122056,110.42437220167413,40.67977418726883
156,4999.0,98.1366273254651,111.76975395079016,44.93658731746349
157,4998.0,99.68367346938776,110.09783913565427,44.91676670668267
158,5143.0,103.79933890725258,109.61987167023138,41.53237410071942
159,5144.0,102.83806376360809,112.06415241057543,40.09253499222395
160,5154.0,105.83682576639504,108.24951493985255,40.82751261156383
161,5164.0,105.76452362509683,108.66498838109992,40.465143299767625
162,5169.0,104.33758947572065,110.30334687560456,40.324047204488295
163,5177.0,104.17964071856288,110.62024338419934,40.15742708132123
164,5095.0,101.8180569185476,111.24435721295387,41.933856722276744
165,5180.0,104.61679536679537,110.33513513513513,40.05965250965251
166,5184.0,104.14139660493827,110.39004629629629,40.42746913580247
167,5188.0,105.06861989205859,108.31611410948342,41.46530454895914
168,5187.0,104.95411605937922,108.91170233275497,41.036051667630616
169,5185.0,103.9122468659595,110.35506268081002,40.700289296046286
170,5196.0,103.93610469591994,110.84815242494226,40.177059276366435
171,5091.0,103.79611078373601,110.40640345708113,40.65998821449617
172,5094.0,104.12347860227719,110.4434628975265,40.350215940321945
173,5102.0,104.14484515876127,109.85045080360644,40.9704037632301
174,5107.0,104.0640297630703,110.06853338554924,40.736048560798906
175,5108.0,103.10924040720438,110.13703993735317,41.707909162098666
176,5111.0,104.06691449814126,109.85501858736059,41.04167481901781
177,5115.0,103.74310850439883,110.02228739002932,41.190029325513194
178,5124.0,103.8003512880562,109.86612021857924,41.30601092896175
179,5124.0,103.70706479313037,109.91783762685402,41.292544886807185
180,5138.0,101.3232775398988,111.22518489684703,42.4591280653951
181,4957.0,101.1946741981037,116.80996570506355,36.94169860802905
182,5223.0,101.88110281447445,109.54681217690982,43.51656136320123
183,5247.0,154.4492090718506,163.0243948923194,65.23880312559558
184,5123.0,136.51200468475503,146.22135467499513,57.23970329884833
185,5125.0,102.01970731707317,110.09443902439024,42.87863414634146
186,5108.0,101.72415818324197,110.07870007830853,43.19596711041503
187,5230.0,101.71759082217973,110.5168260038241,42.71682600382409
188,5232.0,101.86716360856269,110.06441131498471,43.07989296636086
189,5101.0,102.83199372672026,109.35836110566555,42.71946677122133
190,5106.0,101.88777908343125,110.36976106541324,42.729533881707795
191,5102.0,101.91003528028224,110.640729125833,42.398667189337516
192,5000.0,102.0324,116.8384,36.124
193,5211.0,102.01343312224141,110.54480905776242,42.42621377854538
194,5197.0,101.81739465076005,111.18222051183375,41.99518953242255
195,5195.0,103.11761308950915,109.52261790182868,42.328585178055825
196,5192.0,102.17623266563945,111.17661787365178,41.70030816640986
197,5164.0,102.51684740511232,110.57010069713401,41.90201394268009
198,5135.0,103.37468354430379,110.0888023369036,41.49912366114898
199,5146.0,102.93101438010105,109.18033424018655,42.909444228527015
200,5126.0,101.66191962543894,111.67030823254,41.654116269996095
201,5094.0,103.22143698468787,109.91107184923439,41.72850412249706
202,5228.0,102.03194338179036,111.95198928844682,41.02505738332058
203,4930.0,104.6,113.64969574036512,36.576673427991885
204,5195.0,103.52492781520694,110.11626564003849,41.18402309913378
205,5162.0,102.29562185199535,112.46435490120109,40.24118558698179
206,5276.0,104.9882486732373,108.89006823351023,41.11068991660349
207,5248.0,103.72580030487805,111.1499618902439,40.107278963414636
208,5233.0,102.65411809669406,112.26982610357348,40.07280718517103
209,5329.0,102.79977481703884,112.86076186901857,39.25464439857384
210,5309.0,103.00075343755886,112.45940855151629,39.49124128837823
211,5287.0,102.53792320786836,113.40438812180821,39.06714582939285
212,5391.0,105.13207197180486,109.22407716564645,40.536635132628454
213,5377.0,103.39129626185606,112.04110098567975,39.49116607773852
214,4917.0,105.04291234492577,112.4211917836079,37.41915802318487
215,5301.0,102.89379362384456,113.27409922656102,38.84455763063573
216,5375.0,102.61041860465116,113.99683720930233,38.41153488372093
217,5363.0,143.8058922245012,154.18198769345514,53.9513332090248
218,4881.0,104.71440278631428,113.26756812128662,36.98074165130096
219,4935.0,103.4273850516508,114.562284788333,37.02471136317602
220,5454.0,104.43967730106344,112.45086175284194,38.08269160249358
221,5411.0,104.50840879689521,112.07207540195897,38.394751432267604
222,4891.0,104.94640309761566,113.61096392908091,36.41614020786631
223,4935.0,148.03199028143348,159.37618951204698,52.23608017817372
224,4953.0,104.6396541323145,113.87291373416448,36.463100744017694
225,4991.0,104.97415347625726,112.7353235824484,37.072530554999
226,4950.0,105.4369696969697,110.56444444444445,38.7179797979798
227,4921.0,104.37004673846779,113.95468400731559,36.64052021946759
228,4953.0,106.44074298405008,111.73531193216233,36.74944478094084
229,4918.0,133.1563643757625,139.64416429442863,45.36478243188288
230,4965.0,104.62497482376637,114.7055387713998,35.527291037260824
231,4982.0,106.50983540746688,112.19670814933761,36.26856684062626
232,4957.0,104.56122654831552,114.84829533992334,35.558200524510795
233,4985.0,107.27983951855566,111.49187562688064,36.00381143430291
234,4994.0,104.75470564677613,114.7336804164998,35.497797356828194
235,4938.0,104.3616848926691,115.39671931956258,35.2314702308627
236,4938.0,102.64013770757391,116.0706763872013,36.344876468205754
237,4952.0,102.7017366720517,117.48323909531503,34.805331179321485
238,4979.0,102.35067282586864,117.73006627836915,34.95621610765214
239,4939.0,103.2154282243369,114.13869204292367,37.57643247620976
240,4930.0,105.95395537525356,111.75415821501014,37.20608519269777
241,4958.0,103.82573618394514,114.84691407825736,36.24929407018959
242,4984.0,104.40830658105939,115.98475120385233,34.57343499197432
243,4933.0,104.48611392661667,115.60794648287046,34.90452057571458
244,4918.0,104.56567710451402,115.90951606344042,34.56181374542497
245,4972.0,102.5028157683025,118.58447304907482,33.94227674979887
246,4940.0,101.52064777327935,119.7002024291498,33.866194331983806
247,4997.0,102.6531919151491,116.23293976385831,36.175105063037826
248,4950.0,107.34262626262627,111.1979797979798,36.222626262626264
249,4962.0,101.25110842402258,118.88291011688835,34.85993550987505
250,4984.0,106.95024077046548,110.96027287319423,37.001605136436595
251,4947.0,102.35395189003437,115.24924196482716,37.402870426521126
252,4940.0,98.68588187702265,118.40857605177993,37.9623786407767
253,4978.0,101.89112093210124,115.98613901165126,37.10988348734431
254,4974.0,133.3391636509851,138.6753116204262,49.37917169280257
255,4928.0,102.46430020283975,115.33772819472617,37.164300202839755
256,4931.0,101.84819277108434,113.92650602409638,39.20923694779116
257,4943.0,101.65266331658292,114.59276381909548,38.731256281407035
258,4946.0,105.33825313384553,111.51698342094622,37.914678528103515
259,4915.0,101.80258116555757,113.62351280500101,39.60536398467433
260,4944.0,110.4247572815534,113.90614886731392,44.021844660194176
261,4878.0,104.49282492824928,107.09942599425995,43.224067240672404
262,4888.0,131.31841406090334,135.52217453505008,52.28142244022072
263,4834.0,130.89056681836988,134.48965659908978,52.76106743897393
264,4944.0,99.87641585760518,113.0006067961165,42.09283980582524
265,4943.0,99.0165891159215,111.73902488367388,44.17013959134129
266,4865.0,125.78766700924974,131.37348406988696,54.856115107913666
267,4949.0,102.89270559709033,105.85108102647,46.1951909476662
268,4906.0,99.14818589482266,111.06033428454953,44.75234406848757
269,4968.0,102.51791465378422,115.33796296296296,37.15378421900161
270,4942.0,122.19303925536221,127.12606232294617,57.09267503035208
271,4940.0,119.02429149797571,124.2582995951417,56.12935222672065
272,4905.0,100.46258919469929,105.29398572884811,49.1796126401631
273,4866.0,98.06617344841759,109.42252363337444,47.55548705302096
274,4933.0,92.07682951550781,114.2211635921346,48.67991080478411
275,4918.0,94.05652704351363,111.5010166734445,49.436762911752744
276,4863.0,99.67530331071355,103.347316471314,51.874974295702245
277,4845.0,109.12094943240454,113.68379772961816,53.55232198142415
278,4870.0,92.98562628336755,110.80431211498973,51.214373716632444
279,4998.0,93.28111244497799,111.88775510204081,49.827931172468986
280,5000.0,102.9776,114.5522,37.5284
281,4928.0,97.04484577922078,108.01481331168831,49.94541396103896
282,4886.0,95.24682767089644,108.72001637331151,51.02189930413426
283,4864.0,97.21114309210526,108.60320723684211,49.124177631578945
284,4858.0,96.97941539728284,109.15417867435158,48.81515026759983
285,4920.0,96.96808943089431,108.42967479674796,49.59735772357723
286,4985.0,95.10030090270813,111.23731193580743,48.705717151454365
287,4915.0,95.16846388606307,110.78148524923704,49.088911495422174
288,4914.0,94.67648851859379,112.04409672830725,48.31639910587279
289,4980.0,94.66038869965939,111.17631737126828,49.21017832097776
290,4838.0,96.71847871021083,109.0721372467962,49.1486151302191
291,4915.0,104.85371312309258,111.22115971515768,38.7440488301119
292,4989.0,101.03427540589297,118.54660252555622,35.458208057727
293,4900.0,94.6259433000204,111.05853559045482,49.27778910870895
294,4930.0,94.3755316994126,111.8195260279522,48.82864087502532
295,4907.0,94.94681067862237,110.95516608926025,49.142245771347056
296,4835.0,94.605791106515,112.41261633919338,48.03474663908997
297,4805.0,94.66914498141264,111.14002478314745,49.23874432052871
298,4952.0,95.26050080775444,112.01554927302101,47.77059773828756
299,4878.0,95.26178761787618,110.57851578515785,49.211152111521116
300,4830.0,95.12194616977226,111.94347826086957,47.98095238095238
301,6195.0,94.32687651331719,109.78757062146893,50.922518159806295
302,6275.0,94.43729083665339,110.04621513944222,50.550597609561756
303,4976.0,104.02351286173634,110.30667202572347,40.583802250803856
304,6219.0,94.73082489146165,109.12220614246664,51.14503939540119
305,6111.0,95.91687121584029,108.17214858451972,50.70774014072983
306,6028.0,95.50381552753815,107.51177836761778,51.85600530856005
307,6116.0,95.83812949640287,108.05984303466317,51.05559189012426
308,5949.0,95.96806185913599,107.3904857959321,51.43469490670701
309,5911.0,94.8978176281509,109.58315005921163,50.46895618338691
310,5952.0,95.2471438172043,108.98538306451613,50.67674731182796
311,5868.0,96.13854805725971,107.876448534424,50.76721199727335
312,5901.0,95.08134214539909,109.43890865954923,50.38264700898153
313,5844.0,95.21440793976728,109.6331279945243,50.13809034907597
314,4989.0,103.99118059731408,111.43215073160954,39.39747444377631
315,5754.0,95.68804310045186,109.07820646506778,50.14059784497741
316,5787.0,95.58925177121134,109.97770865733541,49.426818731639884
317,5785.0,95.65462402765773,109.29680207433016,50.04978392394123
318,5711.0,95.48135177727193,110.15163719138505,49.32323586061985
319,5629.0,95.64238763545923,109.00586249777936,50.26274649138391
320,5659.0,96.87329916946457,108.2094009542322,49.835836720268595
321,5580.0,96.34301075268817,108.86146953405017,49.78888888888889
322,5473.0,95.80102320482368,110.09537730677873,49.10524392472136
323,5541.0,97.23587800036094,107.92149431510558,49.75112795524274
324,5450.0,96.11412844036697,110.06220183486238,48.82770642201835
325,4953.0,104.67373309105592,110.01292146174036,40.17544922269332
326,5513.0,96.20460729185561,109.78432795211319,49.05967712679122
327,5398.0,95.9935161170804,110.58151167098926,48.47776954427566
328,5461.0,97.45998901300128,108.21864127449184,49.33821644387475
329,5339.0,96.22869451208092,110.92695261284885,47.881625772616594
330,5388.0,96.60207869339273,110.0,48.39847809948033
331,5408.0,97.55528846153847,109.19619082840237,48.2549926035503
332,5320.0,96.27293233082706,110.07424812030075,48.70281954887218
333,5327.0,97.41242725736812,109.30054439647081,48.189787873099306
334,5248.0,97.81135670731707,108.85384908536585,48.349657012195124
335,5282.0,96.77735706171904,111.19386595986369,47.04373343430519
336,4980.0,104.34357429718875,111.11767068273092,39.34859437751004
337,5214.0,96.81856540084388,110.4530111238972,47.73034138856924
338,5249.0,97.80567727186131,109.54810440083826,47.52543341588874
339,5264.0,96.98271276595744,110.51101823708207,47.4540273556231
340,5277.0,97.10460488914156,111.10024635209399,46.78472617017245
341,5303.0,97.43729964171224,110.46709409768056,47.083537620214976
342,5324.0,100.03136739293764,107.82268970698723,46.97877535687453
343,5195.0,97.64831568816169,111.0873917228104,46.257940327237726
344,5114.0,97.3723113023074,111.70453656628862,45.94700821274932
345,5143.0,98.75403461014972,109.15049581956056,47.06883142134941
346,5156.0,97.16795965865012,111.6778510473235,46.09367726920093
347,4998.0,104.96738695478192,110.14745898359344,39.698479391756706
348,5166.0,99.13550135501355,109.12504839334107,46.65505226480836
349,5163.0,99.02556653108658,110.1177609916715,45.82393957001743
350,5165.0,98.06292352371733,111.47182962245886,45.42942884801549
351,5165.0,97.65556631171346,112.72487899322363,44.62729912875121
352,5162.0,98.51917861294072,111.86400619914761,44.66234017822549
353,5165.0,99.54404646660213,110.60580832526621,44.76321393998064
354,5170.0,98.657833655706,112.43172147001934,43.90580270793037
355,5160.0,100.41434108527132,111.07887596899225,43.42945736434108
356,5163.0,99.02517915940345,112.55219833430176,43.46581444896378
357,5149.0,98.50126238104487,113.5657409205671,42.93726937269373
358,4959.0,102.21738253680178,114.29965718894938,38.52732405726961
359,5126.0,97.91865001950839,113.11256340226298,44.02575107296137
360,5124.0,98.27224824355972,113.67622950819673,42.96370023419204
361,5244.0,98.67048054919908,113.20232646834478,43.079519450800916
362,5259.0,98.697851302529,114.06788362806617,42.19167142042213
363,5221.0,98.99655238460065,113.71806167400881,42.341888527102086
364,5191.0,98.60489308418417,114.2244268926989,42.163167019842035
365,4916.0,101.5559397884459,111.83584214808788,41.1179820992677
366,5198.0,98.9830704116968,114.49807618314736,41.51616006156214
367,5180.0,99.40501930501931,114.0407335907336,41.557335907335904
368,4961.0,101.97641604515219,112.3152590203588,40.31243700866761
369,4964.0,105.20648670427074,110.23771152296536,39.47139403706688
370,4951.0,100.25893758836598,114.8396283579075,39.80105029287013
371,5264.0,101.73974164133739,112.37082066869301,40.671542553191486
372,5209.0,98.63678249184105,114.51602994816663,41.79996160491457
373,4923.0,99.30802030456853,116.31878172588833,39.311269035532995
374,4938.0,99.99473577647296,115.53411621785787,39.42640210568941
375,4928.0,102.17836850649351,113.35247564935065,38.92715097402598
376,4972.0,100.65728077232502,115.89199517296862,38.49376508447305
377,4989.0,102.5566907051282,113.21915064102564,38.88441506410256
378,4960.0,100.64677419354838,116.02741935483871,38.2804435483871
379,4951.0,102.77317713593213,113.55907897394465,38.37628761866289
380,4978.0,105.36219365206911,110.58838891120932,38.86761751707513
381,4977.0,103.20454088808519,113.39582077556761,38.16596343178622
382,4942.0,103.4453662484824,113.95993524888709,37.256980979360584
383,4992.0,103.36678685897436,113.2782451923077,38.008613782051285
384,4949.0,103.24253430185634,114.35028248587571,37.10472154963681
385,4962.0,100.07347922103995,116.58161011845012,38.354346516763705
386,4951.0,102.87941829933347,114.51302767117754,37.492021813775
387,4975.0,100.58231155778894,117.58753768844221,36.88944723618091
388,4970.0,100.93239436619719,118.19255533199195,35.883702213279676
389,4991.0,104.13223802845121,114.07553596473653,36.72209977960328
390,4977.0,103.51677717500502,114.62829013461925,36.586296966043804
391,4977.0,105.40385774562989,109.71448663853727,39.732167972674304
392,4987.0,104.345698816924,114.45438139161821,35.99197914577903
393,4965.0,103.94159113796576,114.69909365558912,35.88016112789526
394,4971.0,104.38402735868034,113.99456849728425,36.28263930798632
395,4950.0,101.22383838383838,119.16121212121212,34.57515151515152
396,4954.0,104.98223657650384,114.07690754945499,35.404521598708115
397,4970.0,101.51871227364185,118.09919517102615,35.28832997987928
398,4987.0,100.481451774614,117.60216563063966,36.90856226188089
399,4965.0,103.29869083585096,114.95266868076536,36.36414904330312
400,4990.0,103.91482965931864,114.71282565130261,36.15350701402806
401,4967.0,104.17274008455809,115.31326756593518,35.34930541574391
402,4990.0,102.963126252505,113.76352705410822,38.31743486973948
403,4984.0,102.06219903691814,116.93017656500803,36.02287319422151
404,4996.0,101.86689351481185,118.38871096877502,34.781825460368296
405,4947.0,104.76794016575703,115.48999393571862,34.637760258742674
406,4997.0,105.25575345207125,113.60536321793076,35.97338403041825
407,4919.0,105.26533929297034,114.98638764729785,34.58370581064608
408,4992.0,106.04627403846153,113.62960737179488,35.1005608974359
409,5000.0,101.983,118.6834,34.2364
410,4928.0,102.37844967532467,118.93486201298701,33.51420454545455
411,4950.0,105.54545454545455,115.00626262626263,34.42363636363636
412,4983.0,103.54063816977724,113.73008227975116,37.50933172787477
413,4964.0,103.90652699435938,114.89141821112007,35.970588235294116
414,4982.0,105.54656764351665,110.03613006824568,39.21718185467684
415,4942.0,101.71711857547551,118.06697693241603,35.21873735329826
416,4992.0,104.4042467948718,115.37640224358974,34.99599358974359
417,4936.0,104.82880875202594,114.47386547811993,35.53889789303079
418,4948.0,104.72271624898949,115.0315278900566,34.87530315278901
419,4906.0,101.96147574398695,118.41642886261721,34.668569099062374
420,4950.0,102.27939393939394,117.97171717171717,34.80585858585859
421,4919.0,105.62594023175443,113.35474689977637,35.83025005082334
422,4999.0,105.07021404280856,113.66573314662932,35.982196439287854
423,4950.0,105.83919191919192,112.44282828282829,36.487272727272725
424,4936.0,105.55935980551054,113.33508914100486,36.08772285251216
425,4959.0,105.19439403105464,110.38898971566849,39.37527727364388
426,4986.0,104.27436823104694,112.03449659045327,38.454271961492175
