,area,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,perimeter,eccentricity,orientation,axis_major_length,axis_minor_length
0,2.0286774780440693,219.7772472493253,307.15853574147116,129,225,278,386,6.246482253173338,0.15485891787631817,0.687910414691852,1.7462570997936142,1.7251912930002773
1,3.050947867298578,259.2570744950076,593.9604748539087,167,515,350,676,6.646739906378554,0.36930099378748404,0.04232114666113316,2.0530596411730464,1.9079285236297927
2,2.858482513869859,342.58594440624694,915.109124840389,269,823,417,1008,6.504066558507196,0.6746526765466591,-1.365827466916951,2.2255435209913212,1.6427523022524058
3,2.651136542305878,669.4833995234313,547.5828964786867,590,468,750,629,6.545914456237819,0.1399357151235939,1.553195534305617,1.8770419282218922,1.8585729446609032
4,3.4900664854787626,686.0814126543582,1077.5583846184788,599,989,775,1167,6.95311270704525,0.24054380599014513,1.3043433876680628,2.1401597056149546,2.077320943078319
5,3.796101839581321,963.9444916977923,842.9081764727636,873,747,1056,941,7.394027439694495,0.16898476640728227,0.8544847256111154,2.219969844288892,2.188043709680095
6,2.8428999797848205,1080.6945829835563,258.39948644511384,1009,169,1154,349,6.494948636449133,0.6274844924193598,1.2042049006694895,2.1697704382641576,1.6894463149455339
